source_file,invoice_number,invoice_date,supplier_name,supplier_kvk,supplier_vat,supplier_iban,customer_name,customer_city,debtor_number,article_number,description,quantity,unit_size,total_units,unit_price,discount,line_total,vat_rate,invoice_total_ex_vat,invoice_vat_total,invoice_total_inc_vat,currency,canonical_product_name,product_id
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","5","1","5","18.58","","92.9","9","523.33","48.87","572.2","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","10","1","10","13.48","","134.8","9","523.33","48.87","572.2","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9727","TRUFFEL M AYO 2.50 KG","1","1","1","16.6","","16.6","9","523.33","48.87","572.2","EUR","truffel_m_ayo_2_50_kg","truffel_m_ayo_2_50_kg"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","220069","DRINKRIETJE PAPIER 100 st. 6mm/","5","1","5","1.69","","8.45","21","523.33","48.87","572.2","EUR","drinkrietje_papier_100_st_6mm","drinkrietje_papier_100_st_6mm"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","00002","M INUTE M AID APPEL 24 X 0.20 CL","1","1","1","17.23","5","5","9","523.33","48.87","572.2","EUR","m_inute_m_aid_appel_24_x_0_20_cl","m_inute_m_aid_appel_24_x_0_20_cl"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17777","SPRITE 24 X 0.20 CL","1","1","1","13.59","5","5","9","523.33","48.87","572.2","EUR","sprite_24_x_0_20_cl","sprite_24_x_0_20_cl"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17700","COCA COLA KRAT 24 X 0.20 CL","5","1","5","13.59","5","25","9","523.33","48.87","572.2","EUR","coca_cola_krat_24_x_0_20_cl","coca_cola_krat_24_x_0_20_cl"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17744","COCA COLA ZERO KRAT 24 X 0.20","3","1","3","13.59","5","15","9","523.33","48.87","572.2","EUR","coca_cola_zero_krat_24_x_0_20","coca_cola_zero_krat_24_x_0_20"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4220","CHAUDFONTIANE ROOD 24 X 25","2","1","2","8.88","5","10","9","523.33","48.87","572.2","EUR","chaudfontiane_rood_24_x_25","chaudfontiane_rood_24_x_25"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4211","CHAUDFONTIANE BLAUW 24 X","5","1","5","8.88","5","25","9","523.33","48.87","572.2","EUR","chaudfontiane_blauw_24_x","chaudfontiane_blauw_24_x"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17733","FANTA ORANGE 24 X 0.20 CL","1","1","1","13.89","5","5","9","523.33","48.87","572.2","EUR","fanta_orange_24_x_0_20_cl","fanta_orange_24_x_0_20_cl"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17703","FUZETEA PEACH 24 X 0.20 CL","2","1","2","15.86","5","10","9","523.33","48.87","572.2","EUR","fuzetea_peach_24_x_0_20_cl","fuzetea_peach_24_x_0_20_cl"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17702","FUZETEA GREEN 24 X 0.20 CL","2","1","2","15.86","5","10","9","523.33","48.87","572.2","EUR","fuzetea_green_24_x_0_20_cl","fuzetea_green_24_x_0_20_cl"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","03 -4","Embalage vust bier","1","-4","","0","30","-120","","523.33","48.87","572.2","EUR","embalage_vust_bier","embalage_vust_bier"
"00000039-Factuur 87277.pdf","87277","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -16","Embalage 0.20 x 24 {0.20 x 28}","1","-16","","0","5","-80","","523.33","48.87","572.2","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000040-Factuur 87237.pdf","87237","2026-03-26","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","2","1","2","11","","22","9","140.92","15.62","177.74","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000040-Factuur 87237.pdf","87237","2026-03-26","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","2","1","2","12.88","","25.76","9","140.92","15.62","177.74","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000040-Factuur 87237.pdf","87237","2026-03-26","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","2","1","2","12.88","","25.76","9","140.92","15.62","177.74","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000040-Factuur 87237.pdf","87237","2026-03-26","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","140.92","15.62","177.74","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000040-Factuur 87237.pdf","87237","2026-03-26","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","5","1","5","13.48","","67.4","9","140.92","15.62","177.74","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000041-Factuur 87204.pdf","87204","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9347","PATAT LAM BW. 18 M M {F 69 }","10","1","10","18.58","","185.8","9","338.2","30.44","375.84","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000041-Factuur 87204.pdf","87204","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","6","1","6","13.48","","80.88","9","338.2","30.44","375.84","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000041-Factuur 87204.pdf","87204","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","2","1","2","10","3.6","7.2","9","338.2","30.44","375.84","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000041-Factuur 87204.pdf","87204","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","2","1","2","12.88","","25.76","9","338.2","30.44","375.84","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000041-Factuur 87204.pdf","87204","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","2","1","2","12.88","","25.76","9","338.2","30.44","375.84","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000042-Factuur 87217.pdf","87217","2026-03-23","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9347","PATAT LAM BW. 18 M M {F 69 }","10","1","10","18.58","","185.8","9","420.08","39.49","459.57","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000042-Factuur 87217.pdf","87217","2026-03-23","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9500+","TORK ROL 6 ST HOOG WIT","1","1","1","14","","14","21","420.08","39.49","459.57","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000042-Factuur 87217.pdf","87217","2026-03-23","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","420.08","39.49","459.57","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000042-Factuur 87217.pdf","87217","2026-03-23","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9723","ZAANSE M AYONNAISE 80% 10KG","2","1","2","30.78","","61.56","9","420.08","39.49","459.57","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000042-Factuur 87217.pdf","87217","2026-03-23","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","9","1","9","13.48","","121.32","9","420.08","39.49","459.57","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000043-Factuur 87247.pdf","87247","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9347","PATAT LAM BW. 18 M M {F 69 }","10","1","10","18.58","","185.8","9","476.9","42.92","519.82","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000043-Factuur 87247.pdf","87247","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","10","1","10","13.48","","134.8","9","476.9","42.92","519.82","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000043-Factuur 87247.pdf","87247","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","3","1","3","18.7","","56.1","9","476.9","42.92","519.82","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000043-Factuur 87247.pdf","87247","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1013","FANTA ORANGE 24 X 0.33 CL {D}","3","1","3","12.88","","38.64","9","476.9","42.92","519.82","EUR","fanta_orange_24_x_0_33_cl_d","fanta_orange_24_x_0_33_cl_d"
"00000043-Factuur 87247.pdf","87247","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9723","ZAANSE M AYONNAISE 80% 10KG","2","1","2","30.78","","61.56","9","476.9","42.92","519.82","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17700","COCA COLA KRAT 24 X 0.20 CL","5","1","5","13.59","5","67.95","9","832.95","103.37","936.32","EUR","coca_cola_krat_24_x_0_20_cl","coca_cola_krat_24_x_0_20_cl"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17744","COCA COLA ZERO KRAT 24 X 0.20","2","1","2","13.59","5","27.18","9","832.95","103.37","936.32","EUR","coca_cola_zero_krat_24_x_0_20","coca_cola_zero_krat_24_x_0_20"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4211","CHAUDFONTIANE BLAUW 24 X","2","1","2","8.88","5","17.76","9","832.95","103.37","936.32","EUR","chaudfontiane_blauw_24_x","chaudfontiane_blauw_24_x"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4220","CHAUDFONTIANE ROOD 24 X 25","1","1","1","8.88","5","8.88","9","832.95","103.37","936.32","EUR","chaudfontiane_rood_24_x_25","chaudfontiane_rood_24_x_25"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2058","APPLE BANDIT KRAT 24 X 30 CL","1","1","1","23.4","3.9","23.4","21","832.95","103.37","936.32","EUR","apple_bandit_krat_24_x_30_cl","apple_bandit_krat_24_x_30_cl"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2061","HEINEKEN BIER DAVID SE. 20 LT","2","1","2","61","30","122","21","832.95","103.37","936.32","EUR","heineken_bier_david_se_20_lt","heineken_bier_david_se_20_lt"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9342+","FRISIA FRITUUROLIE 10L","3","1","3","18.7","","56.1","9","832.95","103.37","936.32","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","10","1","10","13.48","","134.8","9","832.95","103.37","936.32","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","220069","DRINKRIETJE PAPIER 100 st. 6mm/","5","1","5","1.69","","8.45","21","832.95","103.37","936.32","EUR","drinkrietje_papier_100_st_6mm","drinkrietje_papier_100_st_6mm"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9512","SERVETTEN 500 ST 33 CM","10","1","10","3","","30","21","832.95","103.37","936.32","EUR","servetten_500_st_33_cm","servetten_500_st_33_cm"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","5","1","5","18.58","","92.9","9","832.95","103.37","936.32","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -4","Embalage 0.20 x 24 {0.20 x 28}","1","-4","","0","5","0","","832.95","103.37","936.32","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","02 -2","Embalage 0.30 x 24{0.50 x 18}","1","-2","","0","3.9","0","","832.95","103.37","936.32","EUR","embalage_0_30_x_24_0_50_x_18","embalage_0_30_x_24_0_50_x_18"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","03 -2","Embalage vust bier","1","-2","","0","30","0","","832.95","103.37","936.32","EUR","embalage_vust_bier","embalage_vust_bier"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2060+","M ORETTI BIRRA 20 LT","2","1","2","62.48","30","124.96","21","832.95","103.37","936.32","EUR","m_oretti_birra_20_lt","m_oretti_birra_20_lt"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4211","CHAUDFONTIANE BLAUW 24 X","1","1","1","8.88","5","8.88","9","832.95","103.37","936.32","EUR","chaudfontiane_blauw_24_x","chaudfontiane_blauw_24_x"
"00000044-Factuur 87210.pdf","87210","2026-03-20","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17744","COCA COLA ZERO KRAT 24 X 0.20","1","1","1","13.59","5","13.59","9","832.95","103.37","936.32","EUR","coca_cola_zero_krat_24_x_0_20","coca_cola_zero_krat_24_x_0_20"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9727","TRUFFEL M AYO 2.50 KG","1","1","1","16.6","","16.6","9","843.75","105.65","972.2","EUR","truffel_m_ayo_2_50_kg","truffel_m_ayo_2_50_kg"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","8","1","8","18.58","","148.64","9","843.75","105.65","972.2","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","9","1","9","13.48","","121.32","9","843.75","105.65","972.2","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","06123","SLAGROOM SPUITBUS","1","1","1","8.64","","8.64","9","843.75","105.65","972.2","EUR","slagroom_spuitbus","slagroom_spuitbus"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9336+-","NAARM AN HOUDBAAR M ELK12","1","1","1","14.8","","14.8","9","843.75","105.65","972.2","EUR","naarm_an_houdbaar_m_elk12","naarm_an_houdbaar_m_elk12"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2061","HEINEKEN BIER DAVID SE. 20 LT","2","1","2","61","30","60","21","843.75","105.65","972.2","EUR","heineken_bier_david_se_20_lt","heineken_bier_david_se_20_lt"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2060+","M ORETTI BIRRA 20 LT","1","1","1","63","30","30","21","843.75","105.65","972.2","EUR","m_oretti_birra_20_lt","m_oretti_birra_20_lt"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","843.75","105.65","972.2","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17700","COCA COLA KRAT 24 X 0.20 CL","6","1","6","13.59","5","30","9","843.75","105.65","972.2","EUR","coca_cola_krat_24_x_0_20_cl","coca_cola_krat_24_x_0_20_cl"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17744","COCA COLA ZERO KRAT 24 X 0.20","4","1","4","13.59","5","20","9","843.75","105.65","972.2","EUR","coca_cola_zero_krat_24_x_0_20","coca_cola_zero_krat_24_x_0_20"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17733","FANTA ORANGE 24 X 0.20 CL","1","1","1","13.89","5","5","9","843.75","105.65","972.2","EUR","fanta_orange_24_x_0_20_cl","fanta_orange_24_x_0_20_cl"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4211","CHAUDFONTIANE BLAUW 24 X","3","1","3","8.88","5","15","9","843.75","105.65","972.2","EUR","chaudfontiane_blauw_24_x","chaudfontiane_blauw_24_x"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4220","CHAUDFONTIANE ROOD 24 X 25","1","1","1","8.88","5","5","9","843.75","105.65","972.2","EUR","chaudfontiane_rood_24_x_25","chaudfontiane_rood_24_x_25"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17702","FUZETEA GREEN 24 X 0.20 CL","2","1","2","15.86","5","10","9","843.75","105.65","972.2","EUR","fuzetea_green_24_x_0_20_cl","fuzetea_green_24_x_0_20_cl"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17703","FUZETEA PEACH 24 X 0.20 CL","2","1","2","15.86","5","10","9","843.75","105.65","972.2","EUR","fuzetea_peach_24_x_0_20_cl","fuzetea_peach_24_x_0_20_cl"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","3030","AM STEL BIER 24 X 0.30 FL.","1","1","1","17.4","3.9","3.9","21","843.75","105.65","972.2","EUR","am_stel_bier_24_x_0_30_fl","am_stel_bier_24_x_0_30_fl"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","3077","BIRRA PERONI NASTRO","1","1","1","21.8","3.9","3.9","21","843.75","105.65","972.2","EUR","birra_peroni_nastro","birra_peroni_nastro"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2058","APPLE BANDIT KRAT 24 X 30 CL","1","1","1","23.4","3.9","3.9","21","843.75","105.65","972.2","EUR","apple_bandit_krat_24_x_30_cl","apple_bandit_krat_24_x_30_cl"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","02 -1","Embalage 0.30 x 24{0.50 x 18}","1","-1","","0","3.9","-3.9","3.9","843.75","105.65","972.2","EUR","embalage_0_30_x_24_0_50_x_18","embalage_0_30_x_24_0_50_x_18"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","03 -4","Embalage vust bier","1","-4","","0","30","-120","30","843.75","105.65","972.2","EUR","embalage_vust_bier","embalage_vust_bier"
"00000045-Factuur 87248.pdf","87248","2026-03-27","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -10","Embalage 0.20 x 24 {0.20 x 28}","1","-10","","0","5","-50","5","843.75","105.65","972.2","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000046-Factuur 87278.pdf","87278","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9346","PATAT LAM BWES. 9 M M (F64)","10","1","10","18.56","","185.6","9","431.48","38.83","477.51","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000046-Factuur 87278.pdf","87278","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","10","1","10","13.48","","134.8","9","431.48","38.83","477.51","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000046-Factuur 87278.pdf","87278","2026-03-30","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","2","1","2","11.5","","23","9","431.48","38.83","477.51","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
